playlist_id,name,description,url
37i9dQZF1DWZYpU3rwrcAz,Relaxing Chopin,Relaxing piano works by Chopin.,https://open.spotify.com/playlist/37i9dQZF1DWZYpU3rwrcAz
37i9dQZF1DX21hEmly67Fg,Chilled Classical Covers,Chill to these laid-back classical covers. ,https://open.spotify.com/playlist/37i9dQZF1DX21hEmly67Fg
37i9dQZF1EIdSqVcLpmJGJ,Chill Happy Mix,Chill Happy music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIdSqVcLpmJGJ
3TQDBoUHcEP6pLkLDuIGvQ,Chillwave / Dreamwave,"Chillwave &#x2F; Chillsynth &#x2F; Dreamwave &#x2F; Synthwave mix for driving, gaming, coding, studying... FOLLOW and SHARE if you enjoy it! 💜 Frequently updated with new releases. Curated by Alex Boychuk (send track on SubmitHub). Cover art by @cherik_official",https://open.spotify.com/playlist/3TQDBoUHcEP6pLkLDuIGvQ
37i9dQZF1EIe76PziPqqlD,Chill Evening Mix,Chill Evening music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIe76PziPqqlD
37i9dQZF1DX6ApTpuYN5Gl,melancholia,sad beats. deep vibes. ,https://open.spotify.com/playlist/37i9dQZF1DX6ApTpuYN5Gl
37i9dQZF1DWXnscMH24yOc,Chill Covers,Kick back and relax with a collection of eclectic and unexpected reimaginings. Cover:  Joy Oladokun,https://open.spotify.com/playlist/37i9dQZF1DWXnscMH24yOc
37i9dQZF1DX6syac0fWYdV,Cocktail Lounge,Sultry house and mellow beats to accompany your cocktail drinks.,https://open.spotify.com/playlist/37i9dQZF1DX6syac0fWYdV
0bJiZnt7WgnD7oBycSZHay,Weihnachten Chill Out Mix,"",https://open.spotify.com/playlist/0bJiZnt7WgnD7oBycSZHay
1BUbFDtjQTVpScEHwDMlUO,Chill Hop Chillout,"",https://open.spotify.com/playlist/1BUbFDtjQTVpScEHwDMlUO
37i9dQZF1DWU1JctQodQRj,Relaxing Bach,"Let the daily stresses of the world melt away with this peaceful playlist, filled with the warm, comforting melodies of JS Bach.",https://open.spotify.com/playlist/37i9dQZF1DWU1JctQodQRj
37i9dQZF1EIguyCzHJlUGq,Chill Moody Mix,Chill Moody music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIguyCzHJlUGq
37i9dQZF1DX79UF7ALECl7,Coffee Club,"Have some chill house with your coffee
",https://open.spotify.com/playlist/37i9dQZF1DX79UF7ALECl7
37i9dQZF1DX2YOadVouRc8,Afro Chill,afrobeats: best served chill,https://open.spotify.com/playlist/37i9dQZF1DX2YOadVouRc8
2rN3mSrzUcgjlj1TcEDTX7,"Chill Beats 💙 groove, relax","Mellow chillhop, lofi beats &amp; relaxing jazzy vibes. See also <a href=""spotify:playlist:4vCAD6vcB6mSElLM1Whb4r"">Chill Jazz Vibes</a>, <a href=""spotify:playlist:4nmweu3SSQ1RzJW2LXT1kn"">Mellow Lofi</a>, &amp; <a href=""spotify:playlist:1Y6yp3H5O6XAos9JKvwuh9"">Chill Guitar Beats</a> playlists.",https://open.spotify.com/playlist/2rN3mSrzUcgjlj1TcEDTX7
3gLhcw9jwJnwydkjLFTss0,Chill Synth // Chill and Nostalgic Synthwave/Chillwave/Retrowave,"The chiller, dreamier side of synthwave. Seen on channels like Electronic Gems, Asthenic, Odysseus etc",https://open.spotify.com/playlist/3gLhcw9jwJnwydkjLFTss0
37i9dQZF1DWZn5qrhqBJgl,Dope Beats,"Dope global beat makers. <a href=""spotify:artist:4fOizZJsCaT3RYpqNdeGKk"">Thanks Joey</a>",https://open.spotify.com/playlist/37i9dQZF1DWZn5qrhqBJgl
2LExP13M28dQdcadAKARki,Chill Gaming Vibes ,"A ❤️ will be greatly appreciated :) | check out chill car vibes for, well chill car vibes :D",https://open.spotify.com/playlist/2LExP13M28dQdcadAKARki
37i9dQZF1DX27YQi4aQ8cE,Calming Carols,The most calming Christmas carols.,https://open.spotify.com/playlist/37i9dQZF1DX27YQi4aQ8cE
4ANvRT2kppEoBvMDpupi9m,Chillwave / Chill Synthwave,"",https://open.spotify.com/playlist/4ANvRT2kppEoBvMDpupi9m
37i9dQZF1EIhkYYl6OyR5D,Chill Sad Mix,Chill Sad music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIhkYYl6OyR5D
57ZakPCe5PO8fcqX28A8mG,CHILL PHONK 2023,Chilled Phonk 2023 Chill Phonk Music Wave Phonk Slow Phonk Dreamy Phonk Gaming Phonk Anime Phonk Cosmic Phonk Vibey Phonk Lofi Phonk Relax Phonk Sad Phonk Deep Phonk  Atmospheric Phonk Fonk Relaxing Phonk Midnight Phonk Gamer Melodic Happy Phonk Phonk Beats House Phonk Calm Slow Drift New Phonk,https://open.spotify.com/playlist/57ZakPCe5PO8fcqX28A8mG
0m2l7sT8reFV9FzbaZkXEB,Chill Pop,topshelfplaylists.com presents: Chill Pop | topshelfspotify@gmail.com,https://open.spotify.com/playlist/0m2l7sT8reFV9FzbaZkXEB
37i9dQZF1DX7hmlhGsyxU0,Instrumental Reading,Strings and pianos to accompany your latest great read.,https://open.spotify.com/playlist/37i9dQZF1DX7hmlhGsyxU0
48xcSDVCpwdwxJD0xzq5Vs,Chill high Songs 🍃,"",https://open.spotify.com/playlist/48xcSDVCpwdwxJD0xzq5Vs
7L4rVST3P9WFVVatYRGvSJ,Chilliger Abend 🍷,"",https://open.spotify.com/playlist/7L4rVST3P9WFVVatYRGvSJ
7CHxdyE6YxjJpQYtdzYb1L,PNL CHILL 🌇,Tous les sons CHILL DE PNL ☁️,https://open.spotify.com/playlist/7CHxdyE6YxjJpQYtdzYb1L
5mhwpIpWsbKabxZjaf253D,Chill Vibes,Take a listen to some of the smoothest chill songs of the year! Featuring: Blue Wednesday | luxuryplaylists@gmail.com,https://open.spotify.com/playlist/5mhwpIpWsbKabxZjaf253D
37i9dQZF1DX4BUmGJw1rT1,Home at Last,Kick back and relax after a hard day.,https://open.spotify.com/playlist/37i9dQZF1DX4BUmGJw1rT1
37i9dQZF1DX80MfQNTNVNZ,aloe,"Groove-heavy, soothing tunes for the soul and R&B",https://open.spotify.com/playlist/37i9dQZF1DX80MfQNTNVNZ
5a21uGWqx1MAbgjn8WuqTz,Chill $uicideboy$,"",https://open.spotify.com/playlist/5a21uGWqx1MAbgjn8WuqTz
37i9dQZF1DXdQP3bGyOAvs,100% Lounge,Great chilled house.,https://open.spotify.com/playlist/37i9dQZF1DXdQP3bGyOAvs
2YmrAGJPHtQkH3SXJ4etBR,Winter Lofi / Fireside Chill / Cozy Relaxing Chillhop Beats,"A collection of chill Winter beats for study, focus or those evenings just sitting by the fireplace.",https://open.spotify.com/playlist/2YmrAGJPHtQkH3SXJ4etBR
0S34RwKygGBj3WK93obLec,80s Synthwave Chill,damn Spotify deleted playlist title and description once again :(,https://open.spotify.com/playlist/0S34RwKygGBj3WK93obLec
6kpQAzEefHhEzASxbZsPaq,Chill smoke sesh 🍄🍃🚀✨,"",https://open.spotify.com/playlist/6kpQAzEefHhEzASxbZsPaq
37i9dQZF1DWYM2z5qof4Xm,Chill Dub Lounge,"Smooth, deep Lounge with a heavy hint of Dub. ",https://open.spotify.com/playlist/37i9dQZF1DWYM2z5qof4Xm
4sjsye4xyuVeYFQh0MJlMG,Electronic Chill,"The best new down-tempo Electronica, curated by Enhanced. Lose yourself in these sonic gems for study, focus, reading, relaxing and meditation 🌱",https://open.spotify.com/playlist/4sjsye4xyuVeYFQh0MJlMG
2QEsBkmfUMGHLVF8DsQuL6,Lofi Chill,"",https://open.spotify.com/playlist/2QEsBkmfUMGHLVF8DsQuL6
37i9dQZF1EIgleteiFuyfD,Chill Electronic Mix,Chill Electronic music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIgleteiFuyfD
37i9dQZF1EIdwRu142CHIS,Chilling Mix,Chilling music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIdwRu142CHIS
3Fu3WAR03n2Yj5TC0mXqhT,Chill Christmas Jazz,Celebrate the holidays with these relaxed classic Christmas songs. Updated weekly.,https://open.spotify.com/playlist/3Fu3WAR03n2Yj5TC0mXqhT
1ZdrZenSKvkrZB85BKrnK2,Chillhop Christmas 2023,"chillhop lofi xmas Christmas Holiday music, background vibes,",https://open.spotify.com/playlist/1ZdrZenSKvkrZB85BKrnK2
37i9dQZF1EIfi9jXmQqc16,Chillstep Mix,Chillstep music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIfi9jXmQqc16
4VYkZyqgGcP5Zrq3h9XhWO,ChillFi - Ambient Lofi/Chillhop,"Chill ambient lofi hip hop beats. Great for sleeping, relaxing, and anxiety relief. Awesome night time listening 😴 Updated regularly. Instagram: @latenighttones",https://open.spotify.com/playlist/4VYkZyqgGcP5Zrq3h9XhWO
37i9dQZF1DWWNKU278VyNu,Malayalam Chill Mix,"Sit back & chill to some soothing Malayalam songs.
Cover: Kalyani (Thallumaala)",https://open.spotify.com/playlist/37i9dQZF1DWWNKU278VyNu
5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,"",https://open.spotify.com/playlist/5tOffZXVBFTMS7mkKQ3tpX
6EK0a0NBDqtbeUPw0w0jyc,Chill Christmas beats,"Grab a hot chocolate, a blanket and relax to lofi and chillhop Christmas and winter beats - study in December snow",https://open.spotify.com/playlist/6EK0a0NBDqtbeUPw0w0jyc
0qKZZ8BWxWJMsbdQ7vx83u,Chillige Vibes 🍃,"",https://open.spotify.com/playlist/0qKZZ8BWxWJMsbdQ7vx83u
16gXsmg48MdRTqCLNnx9Cu,Lounge Music 2023 🍹 Chill Summer,"Updated weekly, lounge hits and classics! best chill music playlist - best lounge songs - chill lounge playlist - best chill vibes - fall chill playlist - ibiza lounge - best chill mix - lounge mix - chill house mix",https://open.spotify.com/playlist/16gXsmg48MdRTqCLNnx9Cu
46ZB6rxVSaHYHNVxuLpsmo,Chill Workplace (CLEAN),Songs that help you unwind in a stressful work environment. Or just vibe when it’s slow,https://open.spotify.com/playlist/46ZB6rxVSaHYHNVxuLpsmo
6ICgLXdgCjceodvLxRV3LL,Chill Worship Vibes,"Imagine driving through forests and mountains, listening to this chill worship ✨",https://open.spotify.com/playlist/6ICgLXdgCjceodvLxRV3LL
37i9dQZF1DX8NCuSFtLG2H,Kora Chill,Relax to the sounds of the kora.,https://open.spotify.com/playlist/37i9dQZF1DX8NCuSFtLG2H
3aLNpe5BWUElSUaUfoQBAa,☔️ Sleepy hallow Chill💤,"",https://open.spotify.com/playlist/3aLNpe5BWUElSUaUfoQBAa
1JLw7Y5YvlsA10XjaKHTxE,lofi study beats 📖 chill music to study to,"get your homework done with this chill vibed mellow beats playlist. tags: lofi , chillhop , jazzhop , relax beats , chill vibes , lofi chill , lofi study vibes , study lofi beats , lofi chillhop , jazz , jazzy study beats , lofi study beats , lofi hiphop",https://open.spotify.com/playlist/1JLw7Y5YvlsA10XjaKHTxE
5TyVf1EqPLI9RuEdjdGZeQ,chill youngboy,"",https://open.spotify.com/playlist/5TyVf1EqPLI9RuEdjdGZeQ
22bHthCMLeliClVp3j2Hiu,NEO SOUL & CHILL,"",https://open.spotify.com/playlist/22bHthCMLeliClVp3j2Hiu
1I9JFt8rxp3rw4xx9foD94,Weihnachten Chillout,"",https://open.spotify.com/playlist/1I9JFt8rxp3rw4xx9foD94
37i9dQZF1EIfv18qAOSJIU,Chill Upbeat Mix,Chill Upbeat music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIfv18qAOSJIU
1kP7p1pYQ8SBixphVEpTWI,late night chill,slow and chill songs for your late night vibes | IG: @oryl_music (it&#x27;s my ONLY account),https://open.spotify.com/playlist/1kP7p1pYQ8SBixphVEpTWI
1HgOqmO9cAZCL4qfcvNHjB,Lofi Christmas 2023 /  Christmas Lofi Chillhop Beats 🎄,Your soundtrack to a chill Christmas.   Christmas JazzHop and Holiday Chill,https://open.spotify.com/playlist/1HgOqmO9cAZCL4qfcvNHjB
3CuRh7CCdEEnqf1lMRIQXC,Ambient Chill 2023 🍃,"Curated for sleep, study, focus &amp; relaxation. No beats, no vocals and no distractions. Packed full of the most beautiful &amp; relaxing music based tracks we discover. Updated weekly with new finds",https://open.spotify.com/playlist/3CuRh7CCdEEnqf1lMRIQXC
37i9dQZF1DWVJd52AtCSiR,Disney Classical,Discover the classical side of your favourite Disney soundtracks.,https://open.spotify.com/playlist/37i9dQZF1DWVJd52AtCSiR
1UVVxYkKPCFuwKaE7w9dRV,Chill country to sleep to 😴,"",https://open.spotify.com/playlist/1UVVxYkKPCFuwKaE7w9dRV
6IjDl5eRczFdgZkKYXhuHZ,Chillstep 2023,"The best Chillstep music gathered in one playlist! Chillstep, Alan Watts, Liquid Dubstep, Melodic dubstep, Downtempo and more. Relax &amp; Focus, Enjoy!",https://open.spotify.com/playlist/6IjDl5eRczFdgZkKYXhuHZ
5nEouAT9VEqPT0sSXwiLIy,Pop Chillers,"",https://open.spotify.com/playlist/5nEouAT9VEqPT0sSXwiLIy
37i9dQZF1DX4HvY8T59VN2,Chilled Indie,Indie Songs für cozy days.,https://open.spotify.com/playlist/37i9dQZF1DX4HvY8T59VN2
37i9dQZF1EIdIjNA5o1R6O,Chillwave Mix,Chillwave music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIdIjNA5o1R6O
0L3k87l5zuVLRSXjpDC6UF,chill lofi vibes ☾,☆ lofi beats to study and relax to ☆,https://open.spotify.com/playlist/0L3k87l5zuVLRSXjpDC6UF
37i9dQZF1DX8qj1nSNkJqB,Chaa & Chill,Time to chill with your favorites.,https://open.spotify.com/playlist/37i9dQZF1DX8qj1nSNkJqB
37i9dQZF1EIZr9AyclOZ23,Chilled Pig Mix,"<a href=spotify:playlist:37i9dQZF1EIXTGa7lqeSrH>Chilled Almond</a>, <a href=spotify:playlist:37i9dQZF1EIUS1XGNqYwfK>Edward Ong</a> and <a href=spotify:playlist:37i9dQZF1EIWHr0AHgrv6U>Lowfie</a>",https://open.spotify.com/playlist/37i9dQZF1EIZr9AyclOZ23
6BFSF01u3dDgGU7sCMZ28A,EDM Chill 2024,Chill electronic music and deep house playlist.,https://open.spotify.com/playlist/6BFSF01u3dDgGU7sCMZ28A
37i9dQZF1DXbvzw24ukZEU,Latin Chillout 10s,"Relax to the the rhythm of these smooth Latin tunes of the 2010s.

",https://open.spotify.com/playlist/37i9dQZF1DXbvzw24ukZEU
1ZQiA6bQfGbSMTfFA0X7BW,Downtempo Chill,"Enter the world of laid-back electronica. Stream SBS Chill at <a href=""https://www.sbs.com.au/chill"">sbs.com.au/chill</a> and on the <a href=""https://www.sbs.com.au/audio/sbs-audio-app"">SBS Audio app</a>. Find us on <a href=""https://www.facebook.com/SBSChill"">Facebook</a>",https://open.spotify.com/playlist/1ZQiA6bQfGbSMTfFA0X7BW
0CFuMybe6s77w6QQrJjW7d,Chillhop Radio 🐾 jazz/lofi hip hop beats to study/relax to | Study Music | Chillhop Music 2023,"Chillhop for studying / relaxing / gaming / working. Instrumental lofi hip hop beats from around the globe. Check out our  24/7 YouTube livestream <a href=""https://youtu.be/5yx6BWlEVcY"">here</a> or listen on other platforms <a href=""https://chillhop.lnk.to/listenWE"">here</a>.",https://open.spotify.com/playlist/0CFuMybe6s77w6QQrJjW7d
37i9dQZF1EIgML9lbyRPQU,Chill Thanksgiving Mix,Chill Thanksgiving music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIgML9lbyRPQU
37i9dQZF1DXcG4kXwIFULb,Chillout Classics,"A look back at this fruitful era comprising trip-hop heavyweights, electronica's vanguard and everything in between.",https://open.spotify.com/playlist/37i9dQZF1DXcG4kXwIFULb
37i9dQZF1DWYK8AUzwi00m,A Merry Lofi Christmas,have yourself a chill and lofi xmas,https://open.spotify.com/playlist/37i9dQZF1DWYK8AUzwi00m
37i9dQZF1E4p2gaAihJs8w,Chill Bump Radio,"With Scratch Bandits Crew, Smokey Joe & The Kid, Youthstar and more",https://open.spotify.com/playlist/37i9dQZF1E4p2gaAihJs8w
37i9dQZF1EIdyHr4D6bOYi,Chill Instrumental Holiday Jazz Mix,Chill Instrumental Holiday Jazz music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIdyHr4D6bOYi
37i9dQZF1EIcuJVkektDls,Psychedelic Chill Mix,Psychedelic Chill music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIcuJVkektDls
00vJgCqGYCVGjC3NJO7Jn0,"study, chill, and vibe r&b","",https://open.spotify.com/playlist/00vJgCqGYCVGjC3NJO7Jn0
1NLP93Pnd4NargCYeR5cnm,Disney Lofi & Chill,"The greatest Disney movie songs, lofi-style ✨",https://open.spotify.com/playlist/1NLP93Pnd4NargCYeR5cnm
37i9dQZF1EIeLkUBDBnBLx,Chill Trance Mix,Chill Trance music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIeLkUBDBnBLx
3G1pIa3dYHK4nIrQ3d3dpU,CHILL BEATS – jazz vibes / lo-fi / chillhop / instrumental hip hop / study beats / cafe lounge,"selection of chill instrumental hip-hop beats to relax, meditate, code and drink coffee to – including mellow lo-fi jazz vibes, smooth chill-hop, dope 90s old school boom-bap and lofi dinner lounge music. featuring flofilz, cookin soul, ... / updated weekly / IG: madmaxbeats_",https://open.spotify.com/playlist/3G1pIa3dYHK4nIrQ3d3dpU
37i9dQZF1DWVtzubo4lvxd,Sunset Chill,Chill lo-fi beats to enjoy a great afternoon.,https://open.spotify.com/playlist/37i9dQZF1DWVtzubo4lvxd
7eJQG4OIFTd5KsFua7IEBj,Sunday Chill  ☕ Morning Playlist,Sunday vibe playlist for a lazy Sunday!,https://open.spotify.com/playlist/7eJQG4OIFTd5KsFua7IEBj
37i9dQZF1E4waFw3q2qT3w,Deep Chills Radio,"With Coral Reef, B'Bach, Michael FAY and more",https://open.spotify.com/playlist/37i9dQZF1E4waFw3q2qT3w
51kl4ZZaDs4NduAldjQUpt,Chill Music,Chill Music Mix including the latest Chill Hits from We Are Diamond. Updated regularly!,https://open.spotify.com/playlist/51kl4ZZaDs4NduAldjQUpt
37i9dQZF1DX37cXruBmbRS,Chillige Bässe,"Entspannung zwischen chilligem Trap, Future Bass und Dubstep.",https://open.spotify.com/playlist/37i9dQZF1DX37cXruBmbRS
37i9dQZF1DWTZSnzxZC8Au,Kids Movie Chill,Chill instrumental piano covers of your favourite family movie soundtracks.,https://open.spotify.com/playlist/37i9dQZF1DWTZSnzxZC8Au
37i9dQZF1DX1STMhgdmNBY,Healin' Blues,"For body and mind, blues straight from the soul.",https://open.spotify.com/playlist/37i9dQZF1DX1STMhgdmNBY
6MjDPkNdY3HFMQZoUb6nHy,Chill Music For The Office,"",https://open.spotify.com/playlist/6MjDPkNdY3HFMQZoUb6nHy
7E0eCHTdWltwtDARgWtIA5,Lofi | Chill Vibes,"lofi, chillhop, jazzhop, relax beats, chill vibes, lofi chill, lofi study vibes, study lofi beats, lofi chillhop, jazz, jazzy study beats, lofi study beats, lofi hiphop.",https://open.spotify.com/playlist/7E0eCHTdWltwtDARgWtIA5
5RoMbCkKH31XKWKI4oZcoE,Lil Darkie Chill Songs,A collection of Lil Darkie&#x27;s chill songs.,https://open.spotify.com/playlist/5RoMbCkKH31XKWKI4oZcoE
0Vfh7Hiif45z9LdmyX1gVF,Dinner Chill Music 🍝🍷 Christmas 2023,"The #1 Dinner playlist! Soulful chilled vibes, dinner with friends, soul pop music, dinner jazz lounge, soul food.",https://open.spotify.com/playlist/0Vfh7Hiif45z9LdmyX1gVF
00MuGcNubAJ0skyDueyttd,chill rap + rnb,"",https://open.spotify.com/playlist/00MuGcNubAJ0skyDueyttd
37i9dQZF1DXcyVNt8nnPfR,Chilled Classics,Relax with these seriously laid-back classics.,https://open.spotify.com/playlist/37i9dQZF1DXcyVNt8nnPfR
53EPGIYBxV1kbLFIOWG5XI,Yoga - Chilled Beats (Original) ,"",https://open.spotify.com/playlist/53EPGIYBxV1kbLFIOWG5XI
1QcsybeUidDJIrPQTHS6dD,"Anime Lofi Playlist (for chill, study, sleep)","Follow my playlist and relax. Follow the <a href=""https://spoti.fi/3pSU3qB"">sleep lofi playlist</a> now",https://open.spotify.com/playlist/1QcsybeUidDJIrPQTHS6dD
37i9dQZF1DX52ln8eMkne9,Cozy Jazz,Soft and cozy vocal and instrumental Jazz. Cover: Laufey,https://open.spotify.com/playlist/37i9dQZF1DX52ln8eMkne9
37i9dQZF1E4znLFEcSsJ2Z,R3 DA Chilliman Radio,"With stoneda5th, HBK Jachi, FTM and more",https://open.spotify.com/playlist/37i9dQZF1E4znLFEcSsJ2Z
37i9dQZF1EIV3qwDgJL6Le,chillwagon Mix,"<a href=spotify:playlist:37i9dQZF1EIWYapHuWLxES>Gedz</a>, <a href=spotify:playlist:37i9dQZF1EIZeOG6X1lrYX>ReTo</a> and <a href=spotify:playlist:37i9dQZF1EIXynYF01BHOS>Borixon</a>",https://open.spotify.com/playlist/37i9dQZF1EIV3qwDgJL6Le
37i9dQZF1EIcHle7Ra3V62,Chill Mellow Mix,Chill Mellow music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIcHle7Ra3V62
4Tgee3qSWkVC674ZgGVuaf,Lofi Chill 2023,Chill Low Fi Playlist 2021. Someone on Ko-fi is scamming people in pretending to be the owner of this playlist but he is not. I don&amp;#x27;t charge for placements so do not pay anyone to be added here.,https://open.spotify.com/playlist/4Tgee3qSWkVC674ZgGVuaf
1LfEp0C2fvbZY9LyBfsQ1p,RKT CHILL 2024 | LO MAS ESCUCHADO 💚,"",https://open.spotify.com/playlist/1LfEp0C2fvbZY9LyBfsQ1p
6YydFkbopnBXccbMIXi9Cg,Lofi Chillhop,The cornerstone of underground Lofi Chillhop 🎵   | Best streamed when shuffled and living out your favorite movie scene 🌸  Thank you for supporting the little guys - Kyoto 愛,https://open.spotify.com/playlist/6YydFkbopnBXccbMIXi9Cg
3vXUEGi4ip1EhI9OtdgdCy,Chilled Cow - ChilledCow - Lofi Girl - lofi hip hop music - beats to relax/study to...,"Chilled Cow and Lofi hip hop music - lofi beats to relax/study to in the style of Chilled Cow / ChilledCow / Lofi Girl - A daily selection of chill lo-fi hiphop beats to sleep, focus, work to… ✨Tribute playlist to celebrate one of the greatest lofi label of all time.",https://open.spotify.com/playlist/3vXUEGi4ip1EhI9OtdgdCy
0NCU27543csVHq1A8FdPYy,Zelda Lofi & Chill,Zelda Lofi &amp; Chill,https://open.spotify.com/playlist/0NCU27543csVHq1A8FdPYy
37i9dQZF1EIe1n0PGCmqLX,Chill Homework Mix,Chill Homework music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIe1n0PGCmqLX
37i9dQZF1EIenz9a8pElrs,Chill Reggae Mix,Chill Reggae music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIenz9a8pElrs
37i9dQZF1DXbl3JqaogQ4y,Lounge Jazz,Soft Jazz beats in the background.,https://open.spotify.com/playlist/37i9dQZF1DXbl3JqaogQ4y
2rcMRS9fDOnuu5YUTXAcQZ,Studio Ghibli Lofi Music & Chill Beats,"Studio Ghibl Chill music you need to focus on your homework - Chillhop, Lo-Fi and Chill Beats - Including Hisaishi and top 10 from Ghibli movies.",https://open.spotify.com/playlist/2rcMRS9fDOnuu5YUTXAcQZ
3wKHHKP1ss9oWZKUdLP9ax,Study & Chill Vibes 2024 - Lofi and chill beats,"LoFi, Chill Vibes, Study Beats and more! Lofi Lofi Beats Lofi Chill Lofi Hip-Hop Lofi Study Chillhop Relaxing Beats Instrumental Hip-Hop Lofi Jazz Lofi Playlist",https://open.spotify.com/playlist/3wKHHKP1ss9oWZKUdLP9ax
0XAZxUjRcUWILU9IjBmkp9,Taylor Swift chill songs,Songs to relax &#x2F; chill &#x2F; be sad to.,https://open.spotify.com/playlist/0XAZxUjRcUWILU9IjBmkp9
37i9dQZF1EId60neqvOcFr,Chill Bedroom Pop Mix,Chill Bedroom Pop music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EId60neqvOcFr
1Enu5RV7gNw6WBQEYl2Goo,Synthwave | Chillwave,"Synthwave playlist with lots of atmospheric tracks, to which you can concetrate or relax to. ig: @obsdn.music",https://open.spotify.com/playlist/1Enu5RV7gNw6WBQEYl2Goo
2vYYJXieZ1PhAWvacdnwf1,Yoga Chill - No words,"",https://open.spotify.com/playlist/2vYYJXieZ1PhAWvacdnwf1
37i9dQZF1EIcRIaL04gIuX,Chill Alternative Mix,Chill Alternative music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIcRIaL04gIuX
37i9dQZF1DWVleyMkaelTd,Bossa Nova Dinner,Soundtrack your cozy dinner with bossa nova jazz.,https://open.spotify.com/playlist/37i9dQZF1DWVleyMkaelTd
28ppzdcB5eCLUZvTudxf8P,Handpan Chill Out,handpan hang drum sleep music chill out tunes calm songs musica calma musica para dormir meditacao meditation meditacao steel drum,https://open.spotify.com/playlist/28ppzdcB5eCLUZvTudxf8P
37i9dQZF1DX0FJ8JYkqiJu,Just Chill,"Tune in, bliss out",https://open.spotify.com/playlist/37i9dQZF1DX0FJ8JYkqiJu
2Al9G2jrWkwDlRFMZaw1GX,lofi Jazz 🎷,"Jazzy lo-fi hip hop beats dinner lounge vibes focus bar cafe chill low-fi study chillhop music lowfi for chilled winter nights sleep <a href=""spotify:playlist:6Hd95DSL4XoCJG9Yuawecq"">Christmas Lofi Jazz</a> ",https://open.spotify.com/playlist/2Al9G2jrWkwDlRFMZaw1GX
37i9dQZF1EIcKuYs7kLXDh,Chill Running Mix,Chill Running music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIcKuYs7kLXDh
37i9dQZF1EIfv03uhioePQ,Chill Pilates Mix,Chill Pilates music picked just for you,https://open.spotify.com/playlist/37i9dQZF1EIfv03uhioePQ
6G0T6RfXFJGG6o96ne4k6c,Lofi Hiphop - Chill Beat,Lofi Hiphop - Chill Beat ,https://open.spotify.com/playlist/6G0T6RfXFJGG6o96ne4k6c
37i9dQZF1DX05Q6G4VDGLq,Jazz Tranquilo,Dulce jazz ideal para estudiar o relajarse.,https://open.spotify.com/playlist/37i9dQZF1DX05Q6G4VDGLq
0ZFtZMSBN1vD5A5pZaFLQW,Bossanova Chill Out,"Bossa Nova is the most widely known Brazilian music style, it started and became quite popular in the 1950’s and 1960’s and today it has rebirth with the Electro Bossa Style. Chill Out with this mix of popular songs in Bossa Nova style.",https://open.spotify.com/playlist/0ZFtZMSBN1vD5A5pZaFLQW
3jMmFnMTXTYib7JF7CwlFy,Christmas House Chill,"",https://open.spotify.com/playlist/3jMmFnMTXTYib7JF7CwlFy
3i1w4wzmB53CNcvMRqEtW9,Lil durk chill vibe ,"",https://open.spotify.com/playlist/3i1w4wzmB53CNcvMRqEtW9
20DdfFrbUQsBIMAve63GF5,Chill rap vibes,A playlist that&#x27;ll let you have the best taste out of your friend group! Website: maskedmortal.com,https://open.spotify.com/playlist/20DdfFrbUQsBIMAve63GF5
0GNxl6tHBgTTYpjtGLb2o2,clean & chill r&b ,Again ima keep saying it until yall listen to me. LISTEN TO IT OR I WILL RUIN YOUR LIFE!!!!! not actually ok. ok i wont but please listen to it. please :(  0-0,https://open.spotify.com/playlist/0GNxl6tHBgTTYpjtGLb2o2
2sUnJwjAHuUU9Ums6jp6aA,Saxophone House 2023 🎷 Tropical Chill ,"Most popular Saxophone House playlist on Spotify since 2013 | Updated weekly | Good vibes only | 📷 Peter Sax | Saxophone House, Sax House, Tropical, Chill, Summer Music",https://open.spotify.com/playlist/2sUnJwjAHuUU9Ums6jp6aA
